country_code,country,source1,source2,year,exports
CZE,Czechoslovakia,2.0,2.0,1948,
CZE,Czechoslovakia,2.0,2.0,1949,
CZE,Czechoslovakia,2.0,2.0,1950,
CZE,Czechoslovakia,2.0,2.0,1951,
CZE,Czechoslovakia,2.0,2.0,1952,
CZE,Czechoslovakia,2.0,2.0,1953,
CZE,Czechoslovakia,2.0,2.0,1954,
CZE,Czechoslovakia,2.0,2.0,1955,
CZE,Czechoslovakia,2.0,2.0,1956,
CZE,Czechoslovakia,2.0,2.0,1957,
CZE,Czechoslovakia,2.0,2.0,1958,
CZE,Czechoslovakia,2.0,2.0,1959,
CZE,Czechoslovakia,2.0,2.0,1960,23.8
CZE,Czechoslovakia,2.0,2.0,1961,14.8
CZE,Czechoslovakia,2.0,2.0,1962,14.1
CZE,Czechoslovakia,2.0,2.0,1963,8.0
CZE,Czechoslovakia,2.0,2.0,1964,
CZE,Czechoslovakia,2.0,2.0,1965,
CZE,Czechoslovakia,2.0,2.0,1966,
CZE,Czechoslovakia,2.0,2.0,1967,
CZE,Czechoslovakia,2.0,2.0,1968,
CZE,Czechoslovakia,2.0,2.0,1969,
CZE,Czechoslovakia,2.0,2.0,1970,
CZE,Czechoslovakia,2.0,2.0,1971,
CZE,Czechoslovakia,2.0,2.0,1972,
CZE,Czechoslovakia,2.0,2.0,1973,
CZE,Czechoslovakia,2.0,2.0,1974,
CZE,Czechoslovakia,2.0,2.0,1975,
CZE,Czechoslovakia,2.0,2.0,1976,
CZE,Czechoslovakia,2.0,2.0,1977,
CZE,Czechoslovakia,2.0,2.0,1978,
CZE,Czechoslovakia,2.0,2.0,1979,
CZE,Czechoslovakia,2.0,2.0,1980,14923.218
CZE,Czechoslovakia,2.0,2.0,1981,14788.465
CZE,Czechoslovakia,2.0,2.0,1982,11779.544211485902
CZE,Czechoslovakia,2.0,2.0,1983,12319.0114739629
CZE,Czechoslovakia,2.0,2.0,1984,11220.5539943798
CZE,Czechoslovakia,2.0,2.0,1985,11385.9393232205
CZE,Czechoslovakia,2.0,2.0,1986,13050.8338892595
CZE,Czechoslovakia,2.0,2.0,1987,14574.4869999391
CZE,Czechoslovakia,2.0,2.0,1988,14638.663262938
CZE,Czechoslovakia,2.0,2.0,1989,14109.3827843897
CZE,Czechoslovakia,2.0,2.0,1990,11654.047530635
CZE,Czechoslovakia,2.0,2.0,1991,10896.0393520482
CZE,Czechoslovakia,2.0,2.0,1992,12319.837
CZE,Czechoslovakia,2.0,2.0,1993,
CZE,Czechoslovakia,2.0,2.0,1994,
CZE,Czechoslovakia,2.0,2.0,1995,
CZE,Czechoslovakia,2.0,2.0,1996,
CZE,Czechoslovakia,2.0,2.0,1997,
CZE,Czechoslovakia,2.0,2.0,1998,
CZE,Czechoslovakia,2.0,2.0,1999,
CZE,Czechoslovakia,2.0,2.0,2000,
CZE,Czechoslovakia,2.0,2.0,2001,
CZE,Czechoslovakia,2.0,2.0,2002,
CZE,Czechoslovakia,2.0,2.0,2003,
CZE,Czechoslovakia,2.0,2.0,2004,
CZE,Czechoslovakia,2.0,2.0,2005,
CZE,Czechoslovakia,2.0,2.0,2006,
CZE,Czechoslovakia,2.0,2.0,2007,
CZE,Czechoslovakia,2.0,2.0,2008,
CZE,Czechoslovakia,2.0,2.0,2009,
CZE,Czechoslovakia,2.0,2.0,2010,
CZE,Czechoslovakia,2.0,2.0,2011,
CZE,Czechoslovakia,2.0,2.0,2012,
CZE,Czechoslovakia,2.0,2.0,2013,
CZE,Czechoslovakia,2.0,2.0,2014,
CZE,Czechoslovakia,2.2,2.2,1870,
CZE,Czechoslovakia,2.2,2.2,1871,
CZE,Czechoslovakia,2.2,2.2,1872,
CZE,Czechoslovakia,2.2,2.2,1873,
CZE,Czechoslovakia,2.2,2.2,1874,
CZE,Czechoslovakia,2.2,2.2,1875,
CZE,Czechoslovakia,2.2,2.2,1876,
CZE,Czechoslovakia,2.2,2.2,1877,
CZE,Czechoslovakia,2.2,2.2,1878,
CZE,Czechoslovakia,2.2,2.2,1879,
CZE,Czechoslovakia,2.2,2.2,1880,
CZE,Czechoslovakia,2.2,2.2,1881,
CZE,Czechoslovakia,2.2,2.2,1882,
CZE,Czechoslovakia,2.2,2.2,1883,
CZE,Czechoslovakia,2.2,2.2,1884,
CZE,Czechoslovakia,2.2,2.2,1885,
CZE,Czechoslovakia,2.2,2.2,1886,
CZE,Czechoslovakia,2.2,2.2,1887,
CZE,Czechoslovakia,2.2,2.2,1888,
CZE,Czechoslovakia,2.2,2.2,1889,
CZE,Czechoslovakia,2.2,2.2,1890,
CZE,Czechoslovakia,2.2,2.2,1891,
CZE,Czechoslovakia,2.2,2.2,1892,
CZE,Czechoslovakia,2.2,2.2,1893,
CZE,Czechoslovakia,2.2,2.2,1894,
CZE,Czechoslovakia,2.2,2.2,1895,
CZE,Czechoslovakia,2.2,2.2,1896,
CZE,Czechoslovakia,2.2,2.2,1897,
CZE,Czechoslovakia,2.2,2.2,1898,
CZE,Czechoslovakia,2.2,2.2,1899,
CZE,Czechoslovakia,2.2,2.2,1900,
CZE,Czechoslovakia,2.2,2.2,1901,
CZE,Czechoslovakia,2.2,2.2,1902,
CZE,Czechoslovakia,2.2,2.2,1903,
CZE,Czechoslovakia,2.2,2.2,1904,
CZE,Czechoslovakia,2.2,2.2,1905,
CZE,Czechoslovakia,2.2,2.2,1906,
CZE,Czechoslovakia,2.2,2.2,1907,
CZE,Czechoslovakia,2.2,2.2,1908,
CZE,Czechoslovakia,2.2,2.2,1909,
CZE,Czechoslovakia,2.2,2.2,1910,
CZE,Czechoslovakia,2.2,2.2,1911,
CZE,Czechoslovakia,2.2,2.2,1912,
CZE,Czechoslovakia,2.2,2.2,1913,
CZE,Czechoslovakia,2.2,2.2,1914,
CZE,Czechoslovakia,2.2,2.2,1915,
CZE,Czechoslovakia,2.2,2.2,1916,
CZE,Czechoslovakia,2.2,2.2,1917,
CZE,Czechoslovakia,2.2,2.2,1918,
CZE,Czechoslovakia,2.2,2.2,1919,
CZE,Czechoslovakia,2.2,2.2,1920,
CZE,Czechoslovakia,2.2,2.2,1921,
CZE,Czechoslovakia,2.2,2.2,1922,
CZE,Czechoslovakia,2.2,2.2,1923,
CZE,Czechoslovakia,2.2,2.2,1924,
CZE,Czechoslovakia,2.2,2.2,1925,
CZE,Czechoslovakia,2.2,2.2,1926,
CZE,Czechoslovakia,2.2,2.2,1927,
CZE,Czechoslovakia,2.2,2.2,1928,
CZE,Czechoslovakia,2.2,2.2,1929,
CZE,Czechoslovakia,2.2,2.2,1930,
CZE,Czechoslovakia,2.2,2.2,1931,
CZE,Czechoslovakia,2.2,2.2,1932,
CZE,Czechoslovakia,2.2,2.2,1933,
CZE,Czechoslovakia,2.2,2.2,1934,
CZE,Czechoslovakia,2.2,2.2,1935,
CZE,Czechoslovakia,2.2,2.2,1936,
CZE,Czechoslovakia,2.2,2.2,1937,
CZE,Czechoslovakia,2.2,2.2,1938,
CZE,Czechoslovakia,2.2,2.2,1939,
CZE,Czechoslovakia,2.2,2.2,1940,
CZE,Czechoslovakia,2.2,2.2,1941,
CZE,Czechoslovakia,2.2,2.2,1942,
CZE,Czechoslovakia,2.2,2.2,1943,
CZE,Czechoslovakia,2.2,2.2,1944,
CZE,Czechoslovakia,2.2,2.2,1945,
CZE,Czechoslovakia,2.2,2.2,1946,
CZE,Czechoslovakia,2.2,2.2,1947,
CZE,Czechoslovakia,2.2,2.2,1948,
CZE,Czechoslovakia,2.2,2.2,1949,
CZE,Czechoslovakia,2.2,2.2,1950,
CZE,Czechoslovakia,2.2,2.2,1951,
CZE,Czechoslovakia,2.2,2.2,1952,
CZE,Czechoslovakia,2.2,2.2,1953,
CZE,Czechoslovakia,2.2,2.2,1954,
CZE,Czechoslovakia,2.2,2.2,1955,
CZE,Czechoslovakia,2.2,2.2,1956,
CZE,Czechoslovakia,2.2,2.2,1957,
CZE,Czechoslovakia,2.2,2.2,1958,
CZE,Czechoslovakia,2.2,2.2,1959,
CZE,Czechoslovakia,2.2,2.2,1960,
CZE,Czechoslovakia,2.2,2.2,1961,
CZE,Czechoslovakia,2.2,2.2,1962,
CZE,Czechoslovakia,2.2,2.2,1963,
CZE,Czechoslovakia,2.2,2.2,1964,2575.88989257812
CZE,Czechoslovakia,2.2,2.2,1965,2688.68994140625
CZE,Czechoslovakia,2.2,2.2,1966,2745.18994140625
CZE,Czechoslovakia,2.2,2.2,1967,2864.15991210938
CZE,Czechoslovakia,2.2,2.2,1968,3005.0
CZE,Czechoslovakia,2.2,2.2,1969,3319.0
CZE,Czechoslovakia,2.2,2.2,1970,3792.0
CZE,Czechoslovakia,2.2,2.2,1971,4180.0
CZE,Czechoslovakia,2.2,2.2,1972,4915.2900390625
CZE,Czechoslovakia,2.2,2.2,1973,6035.43994140625
CZE,Czechoslovakia,2.2,2.2,1974,7053.3798828125
CZE,Czechoslovakia,2.2,2.2,1975,8382.51953125
CZE,Czechoslovakia,2.2,2.2,1976,9035.01953125
CZE,Czechoslovakia,2.2,2.2,1977,10302.3798828125
CZE,Czechoslovakia,2.2,2.2,1978,11739.990234375
CZE,Czechoslovakia,2.2,2.2,1979,13197.5302734375
CZE,Czechoslovakia,2.2,2.2,1980,
CZE,Czechoslovakia,2.2,2.2,1981,
CZE,Czechoslovakia,2.2,2.2,1982,
CZE,Czechoslovakia,2.2,2.2,1983,
CZE,Czechoslovakia,2.2,2.2,1984,
CZE,Czechoslovakia,2.2,2.2,1985,
CZE,Czechoslovakia,2.2,2.2,1986,
CZE,Czechoslovakia,2.2,2.2,1987,
CZE,Czechoslovakia,2.2,2.2,1988,
CZE,Czechoslovakia,2.2,2.2,1989,
CZE,Czechoslovakia,2.2,2.2,1990,
CZE,Czechoslovakia,2.2,2.2,1991,
CZE,Czechoslovakia,2.2,2.2,1992,
CZE,Czechoslovakia,2.2,2.2,1993,
CZE,Czechoslovakia,2.2,2.2,1994,
CZE,Czechoslovakia,2.2,2.2,1995,
CZE,Czechoslovakia,2.2,2.2,1996,
CZE,Czechoslovakia,2.2,2.2,1997,
CZE,Czechoslovakia,2.2,2.2,1998,
CZE,Czechoslovakia,2.2,2.2,1999,
CZE,Czechoslovakia,2.2,2.2,2000,
CZE,Czechoslovakia,2.2,2.2,2001,
CZE,Czechoslovakia,2.2,2.2,2002,
CZE,Czechoslovakia,2.2,2.2,2003,
CZE,Czechoslovakia,2.2,2.2,2004,
CZE,Czechoslovakia,2.2,2.2,2005,
CZE,Czechoslovakia,2.2,2.2,2006,
CZE,Czechoslovakia,2.2,2.2,2007,
CZE,Czechoslovakia,2.2,2.2,2008,
CZE,Czechoslovakia,2.2,2.2,2009,
CZE,Czechoslovakia,2.2,2.2,2010,
CZE,Czechoslovakia,2.2,2.2,2011,
CZE,Czechoslovakia,2.2,2.2,2012,
CZE,Czechoslovakia,2.2,2.2,2013,
CZE,Czechoslovakia,2.2,2.2,2014,
CZR,Czech Republic,2.0,2.0,1870,
CZR,Czech Republic,2.0,2.0,1871,
CZR,Czech Republic,2.0,2.0,1872,
CZR,Czech Republic,2.0,2.0,1873,
CZR,Czech Republic,2.0,2.0,1874,
CZR,Czech Republic,2.0,2.0,1875,
CZR,Czech Republic,2.0,2.0,1876,
CZR,Czech Republic,2.0,2.0,1877,
CZR,Czech Republic,2.0,2.0,1878,
CZR,Czech Republic,2.0,2.0,1879,
CZR,Czech Republic,2.0,2.0,1880,
CZR,Czech Republic,2.0,2.0,1881,
CZR,Czech Republic,2.0,2.0,1882,
CZR,Czech Republic,2.0,2.0,1883,
CZR,Czech Republic,2.0,2.0,1884,
CZR,Czech Republic,2.0,2.0,1885,
CZR,Czech Republic,2.0,2.0,1886,
CZR,Czech Republic,2.0,2.0,1887,
CZR,Czech Republic,2.0,2.0,1888,
CZR,Czech Republic,2.0,2.0,1889,
CZR,Czech Republic,2.0,2.0,1890,
CZR,Czech Republic,2.0,2.0,1891,
CZR,Czech Republic,2.0,2.0,1892,
CZR,Czech Republic,2.0,2.0,1893,
CZR,Czech Republic,2.0,2.0,1894,
CZR,Czech Republic,2.0,2.0,1895,
CZR,Czech Republic,2.0,2.0,1896,
CZR,Czech Republic,2.0,2.0,1897,
CZR,Czech Republic,2.0,2.0,1898,
CZR,Czech Republic,2.0,2.0,1899,
CZR,Czech Republic,2.0,2.0,1900,
CZR,Czech Republic,2.0,2.0,1901,
CZR,Czech Republic,2.0,2.0,1902,
CZR,Czech Republic,2.0,2.0,1903,
CZR,Czech Republic,2.0,2.0,1904,
CZR,Czech Republic,2.0,2.0,1905,
CZR,Czech Republic,2.0,2.0,1906,
CZR,Czech Republic,2.0,2.0,1907,
CZR,Czech Republic,2.0,2.0,1908,
CZR,Czech Republic,2.0,2.0,1909,
CZR,Czech Republic,2.0,2.0,1910,
CZR,Czech Republic,2.0,2.0,1911,
CZR,Czech Republic,2.0,2.0,1912,
CZR,Czech Republic,2.0,2.0,1913,
CZR,Czech Republic,2.0,2.0,1914,
CZR,Czech Republic,2.0,2.0,1915,
CZR,Czech Republic,2.0,2.0,1916,
CZR,Czech Republic,2.0,2.0,1917,
CZR,Czech Republic,2.0,2.0,1918,
CZR,Czech Republic,2.0,2.0,1919,
CZR,Czech Republic,2.0,2.0,1920,
CZR,Czech Republic,2.0,2.0,1921,
CZR,Czech Republic,2.0,2.0,1922,
CZR,Czech Republic,2.0,2.0,1923,
CZR,Czech Republic,2.0,2.0,1924,
CZR,Czech Republic,2.0,2.0,1925,
CZR,Czech Republic,2.0,2.0,1926,
CZR,Czech Republic,2.0,2.0,1927,
CZR,Czech Republic,2.0,2.0,1928,
CZR,Czech Republic,2.0,2.0,1929,
CZR,Czech Republic,2.0,2.0,1930,
CZR,Czech Republic,2.0,2.0,1931,
CZR,Czech Republic,2.0,2.0,1932,
CZR,Czech Republic,2.0,2.0,1933,
CZR,Czech Republic,2.0,2.0,1934,
CZR,Czech Republic,2.0,2.0,1935,
CZR,Czech Republic,2.0,2.0,1936,
CZR,Czech Republic,2.0,2.0,1937,
CZR,Czech Republic,2.0,2.0,1938,
CZR,Czech Republic,2.0,2.0,1939,
CZR,Czech Republic,2.0,2.0,1940,
CZR,Czech Republic,2.0,2.0,1941,
CZR,Czech Republic,2.0,2.0,1942,
CZR,Czech Republic,2.0,2.0,1943,
CZR,Czech Republic,2.0,2.0,1944,
CZR,Czech Republic,2.0,2.0,1945,
CZR,Czech Republic,2.0,2.0,1946,
CZR,Czech Republic,2.0,2.0,1947,
CZR,Czech Republic,2.0,2.0,1948,
CZR,Czech Republic,2.0,2.0,1949,
CZR,Czech Republic,2.0,2.0,1950,
CZR,Czech Republic,2.0,2.0,1951,
CZR,Czech Republic,2.0,2.0,1952,
CZR,Czech Republic,2.0,2.0,1953,
CZR,Czech Republic,2.0,2.0,1954,
CZR,Czech Republic,2.0,2.0,1955,
CZR,Czech Republic,2.0,2.0,1956,
CZR,Czech Republic,2.0,2.0,1957,
CZR,Czech Republic,2.0,2.0,1958,
CZR,Czech Republic,2.0,2.0,1959,
CZR,Czech Republic,2.0,2.0,1960,
CZR,Czech Republic,2.0,2.0,1961,
CZR,Czech Republic,2.0,2.0,1962,
CZR,Czech Republic,2.0,2.0,1963,
CZR,Czech Republic,2.0,2.0,1964,
CZR,Czech Republic,2.0,2.0,1965,
CZR,Czech Republic,2.0,2.0,1966,
CZR,Czech Republic,2.0,2.0,1967,
CZR,Czech Republic,2.0,2.0,1968,
CZR,Czech Republic,2.0,2.0,1969,
CZR,Czech Republic,2.0,2.0,1970,
CZR,Czech Republic,2.0,2.0,1971,
CZR,Czech Republic,2.0,2.0,1972,
CZR,Czech Republic,2.0,2.0,1973,
CZR,Czech Republic,2.0,2.0,1974,
CZR,Czech Republic,2.0,2.0,1975,
CZR,Czech Republic,2.0,2.0,1976,
CZR,Czech Republic,2.0,2.0,1977,
CZR,Czech Republic,2.0,2.0,1978,
CZR,Czech Republic,2.0,2.0,1979,
CZR,Czech Republic,2.0,2.0,1980,
CZR,Czech Republic,2.0,2.0,1981,
CZR,Czech Republic,2.0,2.0,1982,
CZR,Czech Republic,2.0,2.0,1983,
CZR,Czech Republic,2.0,2.0,1984,
CZR,Czech Republic,2.0,2.0,1985,
CZR,Czech Republic,2.0,2.0,1986,
CZR,Czech Republic,2.0,2.0,1987,
CZR,Czech Republic,2.0,2.0,1988,
CZR,Czech Republic,2.0,2.0,1989,
CZR,Czech Republic,2.0,2.0,1990,
CZR,Czech Republic,2.0,2.0,1991,
CZR,Czech Republic,2.0,2.0,1992,
CZR,Czech Republic,2.0,2.0,1993,11773.556864786398
CZR,Czech Republic,2.0,2.0,1994,14280.6545009959
CZR,Czech Republic,2.0,2.0,1995,17177.4205956785
CZR,Czech Republic,2.0,2.0,1996,22152.5062216725
CZR,Czech Republic,2.0,2.0,1997,22516.807370629598
CZR,Czech Republic,2.0,2.0,1998,26419.900549871898
CZR,Czech Republic,2.0,2.0,1999,26238.5097259125
CZR,Czech Republic,2.0,2.0,2000,28922.6014121275
CZR,Czech Republic,2.0,2.0,2001,33270.9366647157
CZR,Czech Republic,2.0,2.0,2002,38080.4649528274
CZR,Czech Republic,2.0,2.0,2003,48497.0621787373
CZR,Czech Republic,2.0,2.0,2004,67130.6593567781
CZR,Czech Republic,2.0,2.0,2005,78137.328956724
CZR,Czech Republic,2.0,2.0,2006,95034.9091319966
CZR,Czech Republic,2.0,2.0,2007,122750.0379
CZR,Czech Republic,2.0,2.0,2008,147247.497
CZR,Czech Republic,2.0,2.0,2009,113161.6769
CZR,Czech Republic,2.0,2.0,2010,132292.997
CZR,Czech Republic,2.0,2.0,2011,161707.8078
CZR,Czech Republic,2.0,2.0,2012,155435.8036
CZR,Czech Republic,2.0,2.0,2013,160340.0048
CZR,Czech Republic,2.0,2.0,2014,171796.7523
DEN,Denmark,1.0,1.0,1870,83.15789794921879
DEN,Denmark,1.0,1.0,1871,77.8947372436523
DEN,Denmark,1.0,1.0,1872,46.8253974914551
DEN,Denmark,1.0,1.0,1873,46.4000015258789
DEN,Denmark,1.0,1.0,1874,48.209999084472706
DEN,Denmark,1.0,1.0,1875,46.119998931884794
DEN,Denmark,1.0,1.0,1876,48.4099998474121
DEN,Denmark,1.0,1.0,1877,44.0200004577637
DEN,Denmark,1.0,1.0,1878,41.0499992370605
DEN,Denmark,1.0,1.0,1879,42.3699989318848
DEN,Denmark,1.0,1.0,1880,52.6800003051758
DEN,Denmark,1.0,1.0,1881,49.16999816894529
DEN,Denmark,1.0,1.0,1882,50.380001068115206
DEN,Denmark,1.0,1.0,1883,53.5699996948242
DEN,Denmark,1.0,1.0,1884,47.810001373290994
DEN,Denmark,1.0,1.0,1885,34.6354179382324
DEN,Denmark,1.0,1.0,1886,36.6754608154297
DEN,Denmark,1.0,1.0,1887,40.2088775634766
DEN,Denmark,1.0,1.0,1888,41.534393310546896
DEN,Denmark,1.0,1.0,1889,45.64643859863279
DEN,Denmark,1.0,1.0,1890,50.9138374328613
DEN,Denmark,1.0,1.0,1891,54.2857131958008
DEN,Denmark,1.0,1.0,1892,54.450260162353494
DEN,Denmark,1.0,1.0,1893,52.519893646240206
DEN,Denmark,1.0,1.0,1894,58.575199127197294
DEN,Denmark,1.0,1.0,1895,71.8927841186523
DEN,Denmark,1.0,1.0,1896,58.4000015258789
DEN,Denmark,1.0,1.0,1897,64.116096496582
DEN,Denmark,1.0,1.0,1898,62.72966003417971
DEN,Denmark,1.0,1.0,1899,70.4960861206055
DEN,Denmark,1.0,1.0,1900,101.961143493652
DEN,Denmark,1.0,1.0,1901,75.97911071777341
DEN,Denmark,1.0,1.0,1902,83.684211730957
DEN,Denmark,1.0,1.0,1903,92.3884506225586
DEN,Denmark,1.0,1.0,1904,94.97354125976558
DEN,Denmark,1.0,1.0,1905,142.659896850586
DEN,Denmark,1.0,1.0,1906,105.630027770996
DEN,Denmark,1.0,1.0,1907,110.904258728027
DEN,Denmark,1.0,1.0,1908,116.71087646484399
DEN,Denmark,1.0,1.0,1909,118.400001525879
DEN,Denmark,1.0,1.0,1910,152.24499511718798
DEN,Denmark,1.0,1.0,1911,146.72131347656202
DEN,Denmark,1.0,1.0,1912,163.56164550781202
DEN,Denmark,1.0,1.0,1913,192.976959228516
DEN,Denmark,1.0,1.0,1914,241.0
DEN,Denmark,1.0,1.0,1915,313.5
DEN,Denmark,1.0,1.0,1916,346.190490722656
DEN,Denmark,1.0,1.0,1917,281.428558349609
DEN,Denmark,1.0,1.0,1918,196.66667175293
DEN,Denmark,1.0,1.0,1919,248.570007324219
DEN,Denmark,1.0,1.0,1920,309.192169189453
DEN,Denmark,1.0,1.0,1921,378.01608276367205
DEN,Denmark,1.0,1.0,1922,246.33430480957
DEN,Denmark,1.0,1.0,1923,282.623870849609
DEN,Denmark,1.0,1.0,1924,330.434783935547
DEN,Denmark,1.0,1.0,1925,378.032287597656
DEN,Denmark,1.0,1.0,1926,348.883361816406
DEN,Denmark,1.0,1.0,1927,385.86666870117205
DEN,Denmark,1.0,1.0,1928,414.209106445312
DEN,Denmark,1.0,1.0,1929,432.085571289062
DEN,Denmark,1.0,1.0,1930,432.525024414062
DEN,Denmark,1.0,1.0,1931,320.745727539062
DEN,Denmark,1.0,1.0,1932,204.896423339844
DEN,Denmark,1.0,1.0,1933,221.946563720703
DEN,Denmark,1.0,1.0,1934,269.107543945312
DEN,Denmark,1.0,1.0,1935,279.0
DEN,Denmark,1.0,1.0,1936,292.290740966797
DEN,Denmark,1.0,1.0,1937,348.464904785156
DEN,Denmark,1.0,1.0,1938,335.0
DEN,Denmark,1.0,1.0,1939,344.100006103516
DEN,Denmark,1.0,1.0,1940,293.423583984375
DEN,Denmark,1.0,1.0,1941,
DEN,Denmark,1.0,1.0,1942,
DEN,Denmark,1.0,1.0,1943,
DEN,Denmark,1.0,1.0,1944,
DEN,Denmark,1.0,1.0,1945,188.33332824707
DEN,Denmark,1.0,1.0,1946,337.100006103516
DEN,Denmark,1.0,1.0,1947,482.0
DEN,Denmark,1.0,1.0,1948,562.0
DEN,Denmark,1.0,1.0,1949,664.0
DEN,Denmark,1.0,1.0,1950,654.0
DEN,Denmark,1.0,1.0,1951,822.0
DEN,Denmark,1.0,1.0,1952,836.0
DEN,Denmark,1.0,1.0,1953,882.0
DEN,Denmark,1.0,1.0,1954,951.0
DEN,Denmark,1.0,1.0,1955,1047.0
DEN,Denmark,1.0,1.0,1956,1098.0
DEN,Denmark,1.0,1.0,1957,1161.0
DEN,Denmark,1.0,1.0,1958,1259.0
DEN,Denmark,1.0,1.0,1959,1395.0
DEN,Denmark,1.0,1.0,1960,
DEN,Denmark,1.0,1.0,1961,
DEN,Denmark,1.0,1.0,1962,
DEN,Denmark,1.0,1.0,1963,
DEN,Denmark,1.0,1.0,1964,
DEN,Denmark,1.0,1.0,1965,
DEN,Denmark,1.0,1.0,1966,
DEN,Denmark,1.0,1.0,1967,
DEN,Denmark,1.0,1.0,1968,
DEN,Denmark,1.0,1.0,1969,
DEN,Denmark,1.0,1.0,1970,
DEN,Denmark,1.0,1.0,1971,
DEN,Denmark,1.0,1.0,1972,
DEN,Denmark,1.0,1.0,1973,
DEN,Denmark,1.0,1.0,1974,
DEN,Denmark,1.0,1.0,1975,
DEN,Denmark,1.0,1.0,1976,
DEN,Denmark,1.0,1.0,1977,
DEN,Denmark,1.0,1.0,1978,
DEN,Denmark,1.0,1.0,1979,
DEN,Denmark,1.0,1.0,1980,
DEN,Denmark,1.0,1.0,1981,
DEN,Denmark,1.0,1.0,1982,
DEN,Denmark,1.0,1.0,1983,
DEN,Denmark,1.0,1.0,1984,
DEN,Denmark,1.0,1.0,1985,
DEN,Denmark,1.0,1.0,1986,
DEN,Denmark,1.0,1.0,1987,
DEN,Denmark,1.0,1.0,1988,
DEN,Denmark,1.0,1.0,1989,
DEN,Denmark,1.0,1.0,1990,
DEN,Denmark,1.0,1.0,1991,
DEN,Denmark,1.0,1.0,1992,
DEN,Denmark,1.0,1.0,1993,
DEN,Denmark,1.0,1.0,1994,
DEN,Denmark,1.0,1.0,1995,
DEN,Denmark,1.0,1.0,1996,
DEN,Denmark,1.0,1.0,1997,
DEN,Denmark,1.0,1.0,1998,
DEN,Denmark,1.0,1.0,1999,
DEN,Denmark,1.0,1.0,2000,
DEN,Denmark,1.0,1.0,2001,
DEN,Denmark,1.0,1.0,2002,
DEN,Denmark,1.0,1.0,2003,
DEN,Denmark,1.0,1.0,2004,
DEN,Denmark,1.0,1.0,2005,
DEN,Denmark,1.0,1.0,2006,
DEN,Denmark,1.0,1.0,2007,
DEN,Denmark,1.0,1.0,2008,
DEN,Denmark,1.0,1.0,2009,
DEN,Denmark,1.0,1.0,2010,
DEN,Denmark,1.0,1.0,2011,
DEN,Denmark,1.0,1.0,2012,
DEN,Denmark,1.0,1.0,2013,
DEN,Denmark,1.0,1.0,2014,
DEN,Denmark,2.0,2.0,1870,
DEN,Denmark,2.0,2.0,1871,
DEN,Denmark,2.0,2.0,1872,
DEN,Denmark,2.0,2.0,1873,
DEN,Denmark,2.0,2.0,1874,
DEN,Denmark,2.0,2.0,1875,
DEN,Denmark,2.0,2.0,1876,
DEN,Denmark,2.0,2.0,1877,
DEN,Denmark,2.0,2.0,1878,
DEN,Denmark,2.0,2.0,1879,
DEN,Denmark,2.0,2.0,1880,
DEN,Denmark,2.0,2.0,1881,
DEN,Denmark,2.0,2.0,1882,
DEN,Denmark,2.0,2.0,1883,
DEN,Denmark,2.0,2.0,1884,
DEN,Denmark,2.0,2.0,1885,
DEN,Denmark,2.0,2.0,1886,
DEN,Denmark,2.0,2.0,1887,
DEN,Denmark,2.0,2.0,1888,
DEN,Denmark,2.0,2.0,1889,
DEN,Denmark,2.0,2.0,1890,
DEN,Denmark,2.0,2.0,1891,
DEN,Denmark,2.0,2.0,1892,
DEN,Denmark,2.0,2.0,1893,
DEN,Denmark,2.0,2.0,1894,
DEN,Denmark,2.0,2.0,1895,
DEN,Denmark,2.0,2.0,1896,
DEN,Denmark,2.0,2.0,1897,
DEN,Denmark,2.0,2.0,1898,
DEN,Denmark,2.0,2.0,1899,
DEN,Denmark,2.0,2.0,1900,
DEN,Denmark,2.0,2.0,1901,
DEN,Denmark,2.0,2.0,1902,
DEN,Denmark,2.0,2.0,1903,
DEN,Denmark,2.0,2.0,1904,
DEN,Denmark,2.0,2.0,1905,
DEN,Denmark,2.0,2.0,1906,
DEN,Denmark,2.0,2.0,1907,
DEN,Denmark,2.0,2.0,1908,
DEN,Denmark,2.0,2.0,1909,
DEN,Denmark,2.0,2.0,1910,
DEN,Denmark,2.0,2.0,1911,
DEN,Denmark,2.0,2.0,1912,
DEN,Denmark,2.0,2.0,1913,
DEN,Denmark,2.0,2.0,1914,
DEN,Denmark,2.0,2.0,1915,
DEN,Denmark,2.0,2.0,1916,
DEN,Denmark,2.0,2.0,1917,
DEN,Denmark,2.0,2.0,1918,
DEN,Denmark,2.0,2.0,1919,
DEN,Denmark,2.0,2.0,1920,
DEN,Denmark,2.0,2.0,1921,
DEN,Denmark,2.0,2.0,1922,
DEN,Denmark,2.0,2.0,1923,
DEN,Denmark,2.0,2.0,1924,
DEN,Denmark,2.0,2.0,1925,
DEN,Denmark,2.0,2.0,1926,
DEN,Denmark,2.0,2.0,1927,
DEN,Denmark,2.0,2.0,1928,
DEN,Denmark,2.0,2.0,1929,
DEN,Denmark,2.0,2.0,1930,
DEN,Denmark,2.0,2.0,1931,
DEN,Denmark,2.0,2.0,1932,
DEN,Denmark,2.0,2.0,1933,
DEN,Denmark,2.0,2.0,1934,
DEN,Denmark,2.0,2.0,1935,
DEN,Denmark,2.0,2.0,1936,
DEN,Denmark,2.0,2.0,1937,
DEN,Denmark,2.0,2.0,1938,
DEN,Denmark,2.0,2.0,1939,
