origin_country_code,destination_country_code,comlang_ethno,colony,dist
DEU,SVN,0,0,814.8665
DEU,SWE,0,0,1118.929
DEU,SWZ,0,0,8976.361
DEU,SYC,0,0,7747.706
DEU,SYR,0,0,3093.486
DEU,TCA,0,0,7353.279
DEU,TCD,0,0,4433.432
DEU,TGO,0,0,5068.667
DEU,THA,0,0,9065.879
DEU,TJK,0,0,4910.893
DEU,TKL,0,0,15306.4
DEU,TKM,0,0,4234.307
DEU,TMP,0,0,12720.83
DEU,TON,0,0,16654.11
DEU,TTO,0,0,7608.62
DEU,TUN,0,0,1648.635
DEU,TUR,0,0,2038.332
DEU,TUV,0,0,15198.79
DEU,TWN,0,0,9396.126
DEU,TZA,0,0,7186.556
DEU,UGA,0,0,6177.539
DEU,UKR,0,0,1646.271
DEU,URY,0,0,11412.01
DEU,USA,0,0,6035.334
DEU,UZB,0,0,4760.258
DEU,VCT,0,0,7366.903
DEU,VEN,0,0,7984.647
DEU,VGB,0,0,7153.428
DEU,VNM,0,0,8793.074
DEU,VUT,0,0,15935.85
DEU,WLF,0,0,15776.26
DEU,WSM,0,1,15624.47
DEU,YEM,0,0,5197.778
DEU,YUG,0,0,1242.842
DEU,ZAF,0,0,9571.156
DEU,ZAR,0,0,6257.081
DEU,ZMB,0,0,7730.947
DEU,ZWE,0,0,8061.094
FRA,ABW,0,0,7685.884
FRA,AFG,0,0,5590.381
FRA,AGO,0,0,6510.322
FRA,AIA,0,0,6710.57
FRA,ALB,0,0,1603.534
FRA,AND,0,0,711.5485
FRA,ANT,0,0,7638.026
FRA,ARE,0,0,5249.535
FRA,ARG,0,0,11072.25
FRA,ARM,0,0,3434.071
FRA,ATG,0,0,6708.77
FRA,AUS,0,0,16975.46
FRA,AUT,0,0,1035.144
FRA,AZE,0,0,3817.547
FRA,BDI,1,0,6371.986
FRA,BEL,1,0,262.3845
FRA,BEN,1,1,4726.537
FRA,BFA,1,1,4082.87
FRA,BGD,0,0,7916.79
FRA,BGR,0,0,1760.707
FRA,BHR,0,0,4843.391
FRA,BHS,0,0,7209.45
FRA,BIH,0,0,1352.463
FRA,BLR,0,0,1823.709
FRA,BLZ,0,0,8664.439
FRA,BMU,0,0,5764.324
FRA,BOL,0,0,10038.45
FRA,BRA,0,0,9408.406
FRA,BRB,0,0,6882.34
FRA,BRN,0,0,11219.33
FRA,BTN,0,0,7569.353
FRA,BWA,0,0,8522.764
FRA,CAF,1,1,5186.042
FRA,CAN,1,1,6004.645
FRA,CCK,0,0,11388.36
FRA,CHE,1,0,436.0778
FRA,CHL,0,0,11663.39
FRA,CHN,0,0,8225.232
FRA,CIV,1,1,4884.159
FRA,CMR,1,1,5085.718
FRA,COG,1,1,6041.018
FRA,COK,0,0,16568.87
FRA,COL,0,0,8707.677
FRA,COM,1,1,7842.67
FRA,CPV,0,0,4452.386
FRA,CRI,0,0,8919.449
FRA,CUB,0,0,7729.485
FRA,CXR,0,0,11866.1
FRA,CYM,0,0,7960.709
FRA,CYP,0,0,2954.551
FRA,CZE,0,0,884.6105
FRA,DEU,0,0,439.8984
FRA,DJI,1,1,5595.459
FRA,DMA,0,0,6826.396
FRA,DNK,0,0,1027.609
FRA,DOM,0,1,7178.52
FRA,DZA,1,1,1340.39
FRA,ECU,0,0,9367.098
FRA,EGY,0,0,3215.215
FRA,ERI,0,0,4993.154
FRA,ESH,0,0,2759.848
FRA,ESP,0,0,1054.656
FRA,EST,0,0,1859.091
FRA,ETH,0,0,5582.502
FRA,FIN,0,0,1911.138
FRA,FJI,0,0,16595.08
FRA,FLK,0,0,12560.39
FRA,FRA,0,0,278.1876
FRA,FRO,0,0,1568.769
FRA,FSM,0,0,13396.33
FRA,GAB,1,1,5438.787
FRA,GBR,0,0,342.9475
FRA,GEO,0,0,3373.349
FRA,GHA,0,0,4827.292
FRA,GIB,0,0,1549.175
FRA,GIN,1,1,4691.556
FRA,GLP,1,1,6794.139
FRA,GMB,0,0,4308.25
FRA,GNB,0,0,4440.633
FRA,GNQ,0,0,5058.926
FRA,GRC,0,0,2098.726
FRA,GRD,0,0,7120.287
FRA,GRL,0,0,3584.681
FRA,GTM,0,0,9001.048
FRA,GUF,1,1,7084.598
FRA,GUY,0,0,7320.075
FRA,HKG,0,0,9639.476
FRA,HND,0,0,8810.234
FRA,HRV,0,0,1081.762
FRA,HTI,0,0,7361.197
FRA,HUN,0,0,1247.24
FRA,IDN,0,0,11584.25
FRA,IND,0,0,6594.23
FRA,IRL,0,0,778.2031
FRA,IRN,0,0,4218.442
FRA,IRQ,0,0,3867.434
FRA,ISL,0,0,2234.723
FRA,ISR,1,0,3281.899
FRA,ITA,0,0,1109.901
FRA,JAM,0,0,7734.696
FRA,JOR,0,0,3371.398
FRA,JPN,0,0,9725.629
FRA,KAZ,0,0,5561.785
FRA,KEN,0,0,6491.402
FRA,KGZ,0,0,5424.702
FRA,KHM,0,1,9947.79
FRA,KIR,0,0,14371.47
FRA,KNA,0,0,6760.687
FRA,KOR,0,0,8981.467
FRA,KWT,0,0,4415.222
FRA,LAO,0,1,9245.57
FRA,LBN,1,1,3197.032
FRA,LBR,0,1,4892.298
FRA,LBY,0,0,2007.716
FRA,LCA,0,0,6903.772
FRA,LKA,0,0,8526.015
FRA,LSO,0,0,9054.14
FRA,LTU,0,0,1700.296
FRA,LUX,0,0,289.1023
FRA,LVA,0,0,1704.598
FRA,MAC,0,0,9601.923
FRA,MAR,1,1,1816.853
FRA,MDA,0,0,1976.854
FRA,MDG,1,1,8763.332
FRA,MDV,0,0,8294.178
FRA,MEX,0,0,9206.813
FRA,MHL,0,0,13705.24
FRA,MKD,0,0,1672.04
FRA,MLI,0,1,4139.756
FRA,MLT,0,0,1752.693
FRA,MMR,0,0,8892.726
FRA,MNG,0,0,7053.423
FRA,MNP,0,0,12042.09
FRA,MOZ,0,0,8855.655
FRA,MRT,0,1,3794.96
FRA,MSR,0,0,6771.885
FRA,MTQ,1,1,6862.589
FRA,MUS,1,0,9422.744
FRA,MWI,0,0,7650.657
FRA,MYS,0,0,10436.4
FRA,NAM,0,0,8084.97
FRA,NCL,1,1,16757.74
FRA,NER,1,1,3932.638
FRA,NFK,0,0,17511.67
FRA,NGA,0,0,4722.149
FRA,NIC,0,0,8906.699
FRA,NIU,0,0,16639.5
FRA,NLD,0,0,427.9169
FRA,NOR,0,0,1342.89
FRA,NPL,0,0,7244.016
FRA,NRU,0,0,14455.09
FRA,NZL,0,0,19263.88
FRA,OMN,0,0,5620.005
FRA,PAK,0,0,5932.586
FRA,PAL,0,0,3303.196
FRA,PAN,0,0,8671.104
FRA,PCN,0,0,15152.12
FRA,PER,0,0,10268.11
FRA,PHL,0,0,10751.64
FRA,PLW,0,0,12240.69
FRA,PNG,0,0,14565.84
FRA,POL,0,0,1368.178
FRA,PRI,0,0,6916.064
FRA,PRK,0,0,8783.568
FRA,PRT,0,0,1452.86
FRA,PRY,0,0,10168.73
FRA,PYF,1,1,15724.43
FRA,QAT,0,0,4981.916
FRA,REU,1,1,9374.991
FRA,ROM,0,0,1875.018
FRA,RUS,0,0,2494.316
FRA,RWA,1,0,6253.41
FRA,SAU,0,0,4694.5
FRA,SDN,0,0,4612.387
FRA,SEN,1,1,4217.159
FRA,SGP,0,0,10748.26
FRA,SHN,0,0,7254.018
FRA,SLB,0,0,15178.2
FRA,SLE,0,0,4724.351
FRA,SLV,0,0,8984.298
FRA,SMR,0,0,951.0759
FRA,SOM,0,0,6623.439
FRA,SPM,1,1,4273.723
FRA,STP,0,0,5432.882
FRA,SUR,0,0,7196.987
FRA,SVK,0,0,1094.61
FRA,SVN,0,0,965.7366
FRA,SWE,0,0,1545.797
FRA,SWZ,0,0,8846.426
FRA,SYC,1,1,7855.244
FRA,SYR,0,1,3280.692
FRA,TCA,0,0,7041.488
FRA,TCD,0,1,4248.435
FRA,TGO,1,1,4753.381
FRA,THA,0,0,9454.805
FRA,TJK,0,0,5291.823
FRA,TKL,0,0,15565.23
FRA,TKM,0,0,4581.08
FRA,TMP,0,0,13128.84
FRA,TON,0,0,16941.44
FRA,TTO,0,0,7225.325
FRA,TUN,0,1,1483.828
FRA,TUR,0,0,2255.81
FRA,TUV,0,0,15531.51
FRA,TWN,0,0,9834.232
FRA,TZA,0,0,7168.277
FRA,UGA,0,0,6128.938
FRA,UKR,0,0,2025.144
FRA,URY,0,0,10972.42
FRA,USA,0,1,5838.157
FRA,UZB,0,0,5153.064
FRA,VCT,0,0,6989.701
FRA,VEN,0,0,7618.86
FRA,VGB,0,0,6804.749
FRA,VNM,0,1,9208.554
FRA,VUT,1,1,16346.35
FRA,WLF,1,1,16073.01
FRA,WSM,0,0,16011.92
FRA,YEM,0,0,5317.261
FRA,YUG,0,0,1449.718
FRA,ZAF,0,0,9353.552
FRA,ZAR,1,0,6049.656
FRA,ZMB,0,0,7604.841
FRA,ZWE,0,0,7949.676
GBR,ABW,1,0,7541.243
GBR,AFG,0,0,5718.078
GBR,AGO,0,0,6837.594
GBR,AIA,1,1,6574.204
GBR,ALB,0,0,1895.345
GBR,AND,0,0,1009.577
GBR,ANT,1,0,7500.189
GBR,ARE,0,1,5483.745
GBR,ARG,0,0,11147.48
GBR,ARM,0,0,3619.365
GBR,ATG,1,1,6582.637
GBR,AUS,1,1,17011.27
GBR,AUT,0,0,1238.199
GBR,AZE,0,0,3980.449
GBR,BDI,0,0,6714.679
GBR,BEL,0,0,323.7796
GBR,BEN,0,0,5025.699
GBR,BFA,0,0,4361.322
GBR,BGD,0,1,8011.9
GBR,BGR,0,0,2019.341
GBR,BHR,0,1,5085.171
GBR,BHS,1,1,6990.248
GBR,BIH,0,0,1625.285
GBR,BLR,0,0,1873.072
GBR,BLZ,1,1,8433.086
GBR,BMU,1,1,5558.09
GBR,BOL,0,0,10008.5
GBR,BRA,0,0,9501.71
GBR,BRB,1,1,6783.758
GBR,BRN,0,1,11275.72
GBR,BTN,0,0,7650.882
GBR,BWA,1,1,8862.068
GBR,CAF,0,0,5526.035
GBR,CAN,1,1,5715.747
GBR,CCK,1,1,11585.19
GBR,CHE,0,0,748.7117
GBR,CHL,0,0,11685.42
GBR,CHN,0,0,8151.353
GBR,CIV,0,0,5152.519
GBR,CMR,1,0,5413.581
GBR,COG,0,0,6373.541
GBR,COK,1,1,16226.45
GBR,COL,0,0,8570.659
GBR,COM,0,0,8177.545
GBR,CPV,0,0,4572.15
GBR,CRI,0,0,8727.512
GBR,CUB,0,0,7500.414
GBR,CXR,1,1,12020.61
GBR,CYM,1,1,7747.743
GBR,CYP,0,1,3223.638
GBR,CZE,0,0,1036.988
GBR,DEU,0,0,495.3633
GBR,DJI,0,0,5905.048
GBR,DMA,1,1,6710.115
GBR,DNK,0,0,959.5936
GBR,DOM,0,0,7012.195
GBR,DZA,0,0,1651.441
GBR,ECU,0,0,9232.525
GBR,EGY,1,1,3516.866
GBR,ERI,1,1,5307.508
GBR,ESH,0,0,2920.741
GBR,ESP,0,0,1263.379
GBR,EST,0,0,1787.092
GBR,ETH,0,0,5906.45
GBR,FIN,0,0,1826.928
GBR,FJI,1,1,16318.07
GBR,FLK,1,1,12696.32
GBR,FRA,0,0,342.9475
GBR,FRO,0,0,1236.301
GBR,FSM,1,0,13212.55
GBR,GAB,0,0,5760.095
GBR,GBR,0,0,185.8346
GBR,GEO,0,0,3544.626
GBR,GHA,1,1,5114.203
GBR,GIB,1,1,1759.095
GBR,GIN,0,0,4883.128
GBR,GLP,0,0,6673.271
GBR,GMB,1,1,4484.335
GBR,GNB,0,0,4627.791
GBR,GNQ,0,0,5379.635
GBR,GRC,0,0,2394.85
GBR,GRD,1,1,7015.669
GBR,GRL,0,0,3248.723
GBR,GTM,0,0,8771.687
GBR,GUF,0,0,7056.67
GBR,GUY,1,1,7254.288
GBR,HKG,1,1,9638.419
GBR,HND,0,0,8593.704
GBR,HRV,0,0,1341.216
GBR,HTI,0,0,7184.438
GBR,HUN,0,0,1453.666
GBR,IDN,0,0,11718.78
GBR,IND,1,1,6720.636
GBR,IRL,1,1,460.4115
GBR,IRN,0,0,4408.013
GBR,IRQ,0,0,4099.578
GBR,ISL,0,0,1891.859
GBR,ISR,1,1,3561.059
GBR,ITA,0,0,1438.425
GBR,JAM,1,1,7542.905
GBR,JOR,1,1,3646.355
GBR,JPN,0,0,9574.237
GBR,KAZ,0,0,5610.276
GBR,KEN,1,1,6827.827
GBR,KGZ,0,0,5483.192
GBR,KHM,0,0,10026.82
GBR,KIR,1,1,14114.23
GBR,KNA,1,1,6629.86
GBR,KOR,1,0,8875.39
GBR,KWT,1,1,4653.481
GBR,LAO,0,0,9311.193
GBR,LBN,1,0,3464.002
GBR,LBR,1,0,5121.267
GBR,LBY,0,0,2350.661
GBR,LCA,1,1,6794.753
GBR,LKA,0,1,8725.037
GBR,LSO,1,1,9393.496
GBR,LTU,0,0,1729.554
GBR,LUX,0,0,494.0174
GBR,LVA,0,0,1680.389
GBR,MAC,0,0,9603.494
GBR,MAR,0,0,2017.175
GBR,MDA,0,0,2150.279
GBR,MDG,0,0,9097.793
GBR,MDV,0,1,8525.089
GBR,MEX,0,0,8938.404
GBR,MHL,1,0,13454.02
GBR,MKD,0,0,1948.1
GBR,MLI,0,0,4379.194
GBR,MLT,1,1,2092.273
GBR,MMR,0,1,8990.69
GBR,MNG,0,0,6980.086
GBR,MNP,1,0,11908.89
GBR,MOZ,0,0,9198.161
GBR,MRT,0,0,3963.592
GBR,MSR,1,1,6645.817
GBR,MTQ,0,0,6750.662
GBR,MUS,1,1,9744.353
GBR,MWI,1,1,7993.257
GBR,MYS,0,1,10559.89
GBR,NAM,1,0,8414.729
GBR,NCL,0,0,16581.42
GBR,NER,0,0,4230.493
GBR,NFK,1,0,17347.62
GBR,NGA,1,1,5025.222
GBR,NIC,0,0,8699.689
GBR,NIU,1,1,16308.44
GBR,NLD,0,0,360.315
GBR,NOR,0,0,1157.104
GBR,NPL,0,0,7342.558
GBR,NRU,1,1,14233.03
GBR,NZL,1,1,19147.14
GBR,OMN,0,0,5841.325
GBR,PAK,1,1,6049.916
GBR,PAL,0,1,3586.255
GBR,PAN,0,0,8500.427
GBR,PCN,1,1,14902.93
GBR,PER,0,0,10182.22
GBR,PHL,1,0,10745.17
GBR,PLW,1,1,12188.67
GBR,PNG,1,1,14493.51
GBR,POL,0,0,1451.644
GBR,PRI,1,0,6765.292
GBR,PRK,0,0,8677.557
GBR,PRT,0,0,1583.091
GBR,PRY,0,0,10216.67
GBR,PYF,0,0,15393.27
GBR,QAT,0,1,5224.117
GBR,REU,0,0,9700.545
GBR,ROM,0,0,2097.38
GBR,RUS,0,0,2510.88
GBR,RWA,1,0,6595.667
GBR,SAU,0,0,4957.345
GBR,SDN,0,1,4941.625
GBR,SEN,0,0,4384.146
GBR,SGP,1,1,10868.94
GBR,SHN,1,1,7522.674
GBR,SLB,0,1,15016.78
GBR,SLE,1,1,4934.224
GBR,SLV,0,0,8762.369
GBR,SMR,0,0,1263.348
GBR,SOM,0,1,6942.233
GBR,SPM,0,0,4016.349
GBR,STP,0,0,5746.228
GBR,SUR,0,0,7149.931
GBR,SVK,0,0,1294.938
GBR,SVN,0,0,1230.756
GBR,SWE,0,0,1437.571
GBR,SWZ,0,1,9188.42
GBR,SYC,1,1,8160.399
GBR,SYR,0,0,3546.151
GBR,TCA,1,1,6858.136
GBR,TCD,0,0,4586.426
GBR,TGO,0,0,5047.507
GBR,THA,0,0,9545.471
GBR,TJK,0,0,5396.948
GBR,TKL,1,1,15245.08
GBR,TKM,0,0,4729.025
GBR,TMP,0,0,13182.26
GBR,TON,0,1,16628.88
GBR,TTO,1,1,7127.528
GBR,TUN,0,0,1826.619
GBR,TUR,0,0,2501.886
GBR,TUV,0,1,15247.64
GBR,TWN,0,0,9790.424
GBR,TZA,0,1,7504.949
GBR,UGA,1,1,6469
GBR,UKR,0,0,2137.511
GBR,URY,0,0,11057.87
GBR,USA,1,1,5570.161
GBR,UZB,0,0,5240.294
GBR,VCT,1,1,6882.857
GBR,VEN,0,0,7495.812
GBR,VGB,1,1,6660.509
GBR,VNM,0,0,9248.713
GBR,VUT,1,1,16142.24
GBR,WLF,0,0,15767.28
GBR,WSM,1,0,15775.63
GBR,YEM,0,1,5616.074
GBR,YUG,0,0,1696.278
GBR,ZAF,1,1,9681.689
GBR,ZAR,0,0,6382.272
GBR,ZMB,1,1,7947.208
GBR,ZWE,1,1,8292.509
USA,ABW,1,0,3161.668
USA,AFG,0,0,10847.88
USA,AGO,0,0,10427.39
USA,AIA,1,0,2717.069
USA,ALB,0,0,7439.631
USA,AND,1,0,6064.699
USA,ANT,1,0,3227.007
USA,ARE,0,0,11029.46
USA,ARG,1,0,8542.694
USA,ARM,0,0,9088.867
USA,ATG,1,0,2876.399
USA,AUS,1,0,16008.79
USA,AUT,0,0,6798.701
USA,AZE,0,0,9371.842
USA,BDI,0,0,11382.61
USA,BEL,0,0,5891.711
USA,BEN,0,0,8416.831
USA,BFA,0,0,7640.939
USA,BGD,0,0,12680.43
USA,BGR,0,0,7588.903
USA,BHR,0,0,10643.58
USA,BHS,1,0,1770.893
USA,BIH,0,0,7188.323
USA,BLR,0,0,7125.836
USA,BLZ,1,0,2979.495
USA,BMU,1,0,1248.121
USA,BOL,1,0,6400.357
USA,BRA,0,0,7694.307
USA,BRB,1,0,3381.507
USA,BRN,0,0,14867.64
USA,BTN,0,0,12250.78
USA,BWA,1,0,12583.97
USA,CAF,0,0,9918.684
USA,CAN,1,0,548.3946
USA,CCK,1,0,16764.67
USA,CHE,0,0,6272.285
USA,CHL,1,0,8271.045
USA,CHN,0,0,10993.68
USA,CIV,0,0,7948.649
USA,CMR,1,0,9359.483
USA,COG,0,0,10259.8
USA,COK,1,0,11196.47
USA,COL,1,0,4021.171
USA,COM,0,0,13150.82
USA,CPV,0,0,5640.555
USA,CRI,1,0,3564.9
USA,CUB,1,0,2114.841
USA,CXR,1,0,16657.66
USA,CYM,1,0,2488.701
USA,CYP,0,0,8790.811
USA,CZE,0,0,6573.925
USA,DEU,0,0,6035.334
USA,DJI,0,0,11349.03
USA,DMA,1,0,3084.049
USA,DNK,0,0,6191.893
USA,DOM,1,0,2508.955
USA,DZA,0,0,6471.879
USA,ECU,1,0,4584.073
USA,EGY,1,0,9028.413
USA,ERI,1,0,10729.35
USA,ESH,0,0,5697.897
USA,ESP,1,1,5770.264
USA,EST,0,0,6653.48
USA,ETH,0,0,11220.63
USA,FIN,0,0,6625.923
USA,FJI,1,0,12785.54
USA,FLK,1,0,10407.93
USA,FRA,0,1,5838.157
USA,FRO,0,0,4946.012
USA,FSM,1,1,12515.13
USA,GAB,0,0,9434.418
USA,GBR,1,1,5570.161
USA,GEO,0,0,8980.505
USA,GHA,1,0,8246.163
USA,GIB,1,0,5852.045
USA,GIN,0,0,6672.73
USA,GLP,0,0,2997.893
USA,GMB,1,0,6307.115
USA,GNB,0,0,6505.373
USA,GNQ,1,0,9137.71
USA,GRC,0,0,7929.328
USA,GRD,1,0,3410.385
USA,GRL,0,0,2978.063
USA,GTM,1,0,3318.143
USA,GUF,0,0,4535.412
USA,GUY,1,0,4096.591
USA,HKG,1,0,12969.58
USA,HND,1,0,3234.232
USA,HRV,0,0,6909.169
USA,HTI,0,0,2475.965
USA,HUN,0,0,7011.543
USA,IDN,0,0,16180.32
USA,IND,1,0,11761.81
USA,IRL,1,0,5117.716
USA,IRN,0,0,9865.231
USA,IRQ,0,0,9651.111
USA,ISL,0,0,4201.936
USA,ISR,1,0,9119.813
USA,ITA,0,0,6895.107
USA,JAM,1,0,2549.896
USA,JOR,1,0,9209.496
USA,JPN,0,0,10855.59
USA,KAZ,0,0,10240.88
USA,KEN,1,0,11853.13
USA,KGZ,0,0,10203.99
USA,KHM,0,0,14208.13
USA,KIR,1,0,11815.61
USA,KNA,1,0,2827.367
USA,KOR,1,0,11065.7
USA,KWT,1,0,10209.52
USA,LAO,0,0,13487.61
USA,LBN,1,0,9032.354
USA,LBR,1,0,7315.249
USA,LBY,0,0,7496.542
USA,LCA,1,0,3232.885
USA,LKA,0,0,14093.15
USA,LSO,1,0,13001.46
USA,LTU,0,0,6956.313
USA,LUX,0,0,6062.731
USA,LVA,0,0,6759.198
USA,MAC,0,0,12976.25
USA,MAR,0,0,5840.309
USA,MDA,0,0,7650.435
USA,MDG,0,0,14006.81
USA,MDV,0,0,14037.78
USA,MEX,1,0,3369.053
USA,MHL,1,0,11523.39
USA,MKD,0,0,7509.486
USA,MLI,0,0,7086.209
USA,MLT,1,0,7403.357
USA,MMR,0,0,13550.22
USA,MNG,0,0,10166.81
USA,MNP,1,1,12578.15
USA,MOZ,0,0,13211.03
USA,MRT,0,0,6036.351
USA,MSR,1,0,2906.769
USA,MTQ,0,0,3168.337
USA,MUS,1,0,14928.16
USA,MWI,1,0,12519.82
USA,MYS,0,0,15130.12
USA,NAM,1,0,11720.19
USA,NCL,0,0,14065.69
USA,NER,0,0,7873.029
USA,NFK,1,0,14348.53
USA,NGA,1,0,8493.132
USA,NIC,1,0,3408.012
USA,NIU,1,0,11870.07
USA,NLD,0,0,5866.046
USA,NOR,0,0,5916.703
USA,NPL,0,0,12121.59
USA,NRU,1,0,12463.39
USA,NZL,1,0,14546.24
USA,OMN,0,0,11357.15
USA,PAK,1,0,11091.54
USA,PAL,0,0,9139.831
USA,PAN,1,0,3580.789
USA,PCN,1,0,9337.503
USA,PER,1,0,5890.553
