country_code,country,source1,source2,variable,imports
AUH,Austria-Hungary,,,1870,
AUH,Austria-Hungary,,,1871,
AUH,Austria-Hungary,,,1872,
AUH,Austria-Hungary,,,1873,
AUH,Austria-Hungary,,,1874,
AUH,Austria-Hungary,,,1875,
AUH,Austria-Hungary,,,1876,
AUH,Austria-Hungary,,,1877,
AUH,Austria-Hungary,,,1878,
AUH,Austria-Hungary,,,1879,
AUH,Austria-Hungary,,,1880,
AUH,Austria-Hungary,,,1881,
AUH,Austria-Hungary,,,1882,
AUH,Austria-Hungary,,,1883,
AUH,Austria-Hungary,,,1884,
AUH,Austria-Hungary,,,1885,
AUH,Austria-Hungary,,,1886,
AUH,Austria-Hungary,,,1887,
AUH,Austria-Hungary,,,1888,
AUH,Austria-Hungary,,,1889,
AUH,Austria-Hungary,,,1890,
AUH,Austria-Hungary,,,1891,
AUH,Austria-Hungary,,,1892,
AUH,Austria-Hungary,,,1893,
AUH,Austria-Hungary,,,1894,
AUH,Austria-Hungary,,,1895,
AUH,Austria-Hungary,,,1896,
AUH,Austria-Hungary,,,1897,
AUH,Austria-Hungary,,,1898,
AUH,Austria-Hungary,,,1899,
AUH,Austria-Hungary,,,1900,
AUH,Austria-Hungary,,,1901,
AUH,Austria-Hungary,,,1902,
AUH,Austria-Hungary,,,1903,
AUH,Austria-Hungary,,,1904,
AUH,Austria-Hungary,,,1905,
AUH,Austria-Hungary,,,1906,
AUH,Austria-Hungary,,,1907,
AUH,Austria-Hungary,,,1908,
AUH,Austria-Hungary,,,1909,
AUH,Austria-Hungary,,,1910,
AUH,Austria-Hungary,,,1911,
AUH,Austria-Hungary,,,1912,
AUH,Austria-Hungary,,,1913,
AUH,Austria-Hungary,,,1914,
AUH,Austria-Hungary,,,1915,
AUH,Austria-Hungary,,,1916,
AUH,Austria-Hungary,,,1917,
AUH,Austria-Hungary,,,1918,
AUH,Austria-Hungary,,,1919,
AUH,Austria-Hungary,,,1920,
AUH,Austria-Hungary,,,1921,
AUH,Austria-Hungary,,,1922,
AUH,Austria-Hungary,,,1923,
AUH,Austria-Hungary,,,1924,
AUH,Austria-Hungary,,,1925,
AUH,Austria-Hungary,,,1926,
AUH,Austria-Hungary,,,1927,
AUH,Austria-Hungary,,,1928,
AUH,Austria-Hungary,,,1929,
AUH,Austria-Hungary,,,1930,
AUH,Austria-Hungary,,,1931,
AUH,Austria-Hungary,,,1932,
AUH,Austria-Hungary,,,1933,
AUH,Austria-Hungary,,,1934,
AUH,Austria-Hungary,,,1935,
AUH,Austria-Hungary,,,1936,
AUH,Austria-Hungary,,,1937,
AUH,Austria-Hungary,,,1938,
AUH,Austria-Hungary,,,1939,
AUH,Austria-Hungary,,,1940,
AUH,Austria-Hungary,,,1941,
AUH,Austria-Hungary,,,1942,
AUH,Austria-Hungary,,,1943,
AUH,Austria-Hungary,,,1944,
AUH,Austria-Hungary,,,1945,
AUH,Austria-Hungary,,,1946,
AUH,Austria-Hungary,,,1947,
AUH,Austria-Hungary,,,1948,
AUH,Austria-Hungary,,,1949,
AUH,Austria-Hungary,,,1950,
AUH,Austria-Hungary,,,1951,
AUH,Austria-Hungary,,,1952,
AUH,Austria-Hungary,,,1953,
AUH,Austria-Hungary,,,1954,
AUH,Austria-Hungary,,,1955,
AUH,Austria-Hungary,,,1956,
AUH,Austria-Hungary,,,1957,
AUH,Austria-Hungary,,,1958,
AUH,Austria-Hungary,,,1959,
AUH,Austria-Hungary,,,1960,
AUH,Austria-Hungary,,,1961,
AUH,Austria-Hungary,,,1962,
AUH,Austria-Hungary,,,1963,
AUH,Austria-Hungary,,,1964,
AUH,Austria-Hungary,,,1965,
AUH,Austria-Hungary,,,1966,
AUH,Austria-Hungary,,,1967,
AUH,Austria-Hungary,,,1968,
AUH,Austria-Hungary,,,1969,
AUH,Austria-Hungary,,,1970,
AUH,Austria-Hungary,,,1971,
AUH,Austria-Hungary,,,1972,
AUH,Austria-Hungary,,,1973,
AUH,Austria-Hungary,,,1974,
AUH,Austria-Hungary,,,1975,
AUH,Austria-Hungary,,,1976,
AUH,Austria-Hungary,,,1977,
AUH,Austria-Hungary,,,1978,
AUH,Austria-Hungary,,,1979,
AUH,Austria-Hungary,,,1980,
AUH,Austria-Hungary,,,1981,
AUH,Austria-Hungary,,,1982,
AUH,Austria-Hungary,,,1983,
AUH,Austria-Hungary,,,1984,
AUH,Austria-Hungary,,,1985,
AUH,Austria-Hungary,,,1986,
AUH,Austria-Hungary,,,1987,
AUH,Austria-Hungary,,,1988,
AUH,Austria-Hungary,,,1989,
AUH,Austria-Hungary,,,1990,
AUH,Austria-Hungary,,,1991,
AUH,Austria-Hungary,,,1992,
AUH,Austria-Hungary,,,1993,
AUH,Austria-Hungary,,,1994,
AUH,Austria-Hungary,,,1995,
AUH,Austria-Hungary,,,1996,
AUH,Austria-Hungary,,,1997,
AUH,Austria-Hungary,,,1998,
AUH,Austria-Hungary,,,1999,
AUH,Austria-Hungary,,,2000,
AUH,Austria-Hungary,,,2001,
AUH,Austria-Hungary,,,2002,
AUH,Austria-Hungary,,,2003,
AUH,Austria-Hungary,,,2004,
AUH,Austria-Hungary,,,2005,
AUH,Austria-Hungary,,,2006,
AUH,Austria-Hungary,,,2007,
AUH,Austria-Hungary,,,2008,
AUH,Austria-Hungary,,,2009,
AUH,Austria-Hungary,,,2010,
AUH,Austria-Hungary,,,2011,
AUH,Austria-Hungary,,,2012,
AUH,Austria-Hungary,,,2013,
AUH,Austria-Hungary,,,2014,
AUH,Austria-Hungary,1.0,1.0,1870,436.0
AUH,Austria-Hungary,1.0,1.0,1871,412.977111816406
AUH,Austria-Hungary,1.0,1.0,1872,599.0244140625
AUH,Austria-Hungary,1.0,1.0,1873,568.780517578125
AUH,Austria-Hungary,1.0,1.0,1874,271.170013427734
AUH,Austria-Hungary,1.0,1.0,1875,471.673828125
AUH,Austria-Hungary,1.0,1.0,1876,218.350006103516
AUH,Austria-Hungary,1.0,1.0,1877,218.75999450683602
AUH,Austria-Hungary,1.0,1.0,1878,222.49000549316398
AUH,Austria-Hungary,1.0,1.0,1879,216.22999572753898
AUH,Austria-Hungary,1.0,1.0,1880,253.350006103516
AUH,Austria-Hungary,1.0,1.0,1881,261.230010986328
AUH,Austria-Hungary,1.0,1.0,1882,265.589996337891
AUH,Austria-Hungary,1.0,1.0,1883,250.580001831055
AUH,Austria-Hungary,1.0,1.0,1884,243.820007324219
AUH,Austria-Hungary,1.0,1.0,1885,226.788619995117
AUH,Austria-Hungary,1.0,1.0,1886,411.450378417969
AUH,Austria-Hungary,1.0,1.0,1887,427.443603515625
AUH,Austria-Hungary,1.0,1.0,1888,399.25094604492205
AUH,Austria-Hungary,1.0,1.0,1889,232.88537597656202
AUH,Austria-Hungary,1.0,1.0,1890,204.279998779297
AUH,Austria-Hungary,1.0,1.0,1891,256.556030273438
AUH,Austria-Hungary,1.0,1.0,1892,127.221092224121
AUH,Austria-Hungary,1.0,1.0,1893,138.580123901367
AUH,Austria-Hungary,1.0,1.0,1894,138.942306518555
AUH,Austria-Hungary,1.0,1.0,1895,137.315170288086
AUH,Austria-Hungary,1.0,1.0,1896,280.158721923828
AUH,Austria-Hungary,1.0,1.0,1897,300.397613525391
AUH,Austria-Hungary,1.0,1.0,1898,325.396820068359
AUH,Austria-Hungary,1.0,1.0,1899,317.35699462890597
AUH,Austria-Hungary,1.0,1.0,1900,165.6640625
AUH,Austria-Hungary,1.0,1.0,1901,327.32672119140597
AUH,Austria-Hungary,1.0,1.0,1902,343.313385009766
AUH,Austria-Hungary,1.0,1.0,1903,374.650695800781
AUH,Austria-Hungary,1.0,1.0,1904,412.072448730469
AUH,Austria-Hungary,1.0,1.0,1905,436.10546875
AUH,Austria-Hungary,1.0,1.0,1906,473.886627197266
AUH,Austria-Hungary,1.0,1.0,1907,505.45455932617205
AUH,Austria-Hungary,1.0,1.0,1908,484.444458007812
AUH,Austria-Hungary,1.0,1.0,1909,556.997985839844
AUH,Austria-Hungary,1.0,1.0,1910,594.340026855469
AUH,Austria-Hungary,1.0,1.0,1911,643.548400878906
AUH,Austria-Hungary,1.0,1.0,1912,717.137084960938
AUH,Austria-Hungary,1.0,1.0,1913,684.136535644531
AUH,Austria-Hungary,1.0,1.0,1914,
AUH,Austria-Hungary,1.0,1.0,1915,
AUH,Austria-Hungary,1.0,1.0,1916,
AUH,Austria-Hungary,1.0,1.0,1917,
AUH,Austria-Hungary,1.0,1.0,1918,
AUH,Austria-Hungary,1.0,1.0,1919,
AUH,Austria-Hungary,1.0,1.0,1920,
AUH,Austria-Hungary,1.0,1.0,1921,
AUH,Austria-Hungary,1.0,1.0,1922,
AUH,Austria-Hungary,1.0,1.0,1923,
AUH,Austria-Hungary,1.0,1.0,1924,
AUH,Austria-Hungary,1.0,1.0,1925,
AUH,Austria-Hungary,1.0,1.0,1926,
AUH,Austria-Hungary,1.0,1.0,1927,
AUH,Austria-Hungary,1.0,1.0,1928,
AUH,Austria-Hungary,1.0,1.0,1929,
AUH,Austria-Hungary,1.0,1.0,1930,
AUH,Austria-Hungary,1.0,1.0,1931,
AUH,Austria-Hungary,1.0,1.0,1932,
AUH,Austria-Hungary,1.0,1.0,1933,
AUH,Austria-Hungary,1.0,1.0,1934,
AUH,Austria-Hungary,1.0,1.0,1935,
AUH,Austria-Hungary,1.0,1.0,1936,
AUH,Austria-Hungary,1.0,1.0,1937,
AUH,Austria-Hungary,1.0,1.0,1938,
AUH,Austria-Hungary,1.0,1.0,1939,
AUH,Austria-Hungary,1.0,1.0,1940,
AUH,Austria-Hungary,1.0,1.0,1941,
AUH,Austria-Hungary,1.0,1.0,1942,
AUH,Austria-Hungary,1.0,1.0,1943,
AUH,Austria-Hungary,1.0,1.0,1944,
AUH,Austria-Hungary,1.0,1.0,1945,
AUH,Austria-Hungary,1.0,1.0,1946,
AUH,Austria-Hungary,1.0,1.0,1947,
AUH,Austria-Hungary,1.0,1.0,1948,
AUH,Austria-Hungary,1.0,1.0,1949,
AUH,Austria-Hungary,1.0,1.0,1950,
AUH,Austria-Hungary,1.0,1.0,1951,
AUH,Austria-Hungary,1.0,1.0,1952,
AUH,Austria-Hungary,1.0,1.0,1953,
AUH,Austria-Hungary,1.0,1.0,1954,
AUH,Austria-Hungary,1.0,1.0,1955,
AUH,Austria-Hungary,1.0,1.0,1956,
AUH,Austria-Hungary,1.0,1.0,1957,
AUH,Austria-Hungary,1.0,1.0,1958,
AUH,Austria-Hungary,1.0,1.0,1959,
AUH,Austria-Hungary,1.0,1.0,1960,
AUH,Austria-Hungary,1.0,1.0,1961,
AUH,Austria-Hungary,1.0,1.0,1962,
AUH,Austria-Hungary,1.0,1.0,1963,
AUH,Austria-Hungary,1.0,1.0,1964,
AUH,Austria-Hungary,1.0,1.0,1965,
AUH,Austria-Hungary,1.0,1.0,1966,
AUH,Austria-Hungary,1.0,1.0,1967,
AUH,Austria-Hungary,1.0,1.0,1968,
AUH,Austria-Hungary,1.0,1.0,1969,
AUH,Austria-Hungary,1.0,1.0,1970,
AUH,Austria-Hungary,1.0,1.0,1971,
AUH,Austria-Hungary,1.0,1.0,1972,
AUH,Austria-Hungary,1.0,1.0,1973,
AUH,Austria-Hungary,1.0,1.0,1974,
AUH,Austria-Hungary,1.0,1.0,1975,
AUH,Austria-Hungary,1.0,1.0,1976,
AUH,Austria-Hungary,1.0,1.0,1977,
AUH,Austria-Hungary,1.0,1.0,1978,
AUH,Austria-Hungary,1.0,1.0,1979,
AUH,Austria-Hungary,1.0,1.0,1980,
AUH,Austria-Hungary,1.0,1.0,1981,
AUH,Austria-Hungary,1.0,1.0,1982,
AUH,Austria-Hungary,1.0,1.0,1983,
AUH,Austria-Hungary,1.0,1.0,1984,
AUH,Austria-Hungary,1.0,1.0,1985,
AUH,Austria-Hungary,1.0,1.0,1986,
AUH,Austria-Hungary,1.0,1.0,1987,
AUH,Austria-Hungary,1.0,1.0,1988,
AUH,Austria-Hungary,1.0,1.0,1989,
AUH,Austria-Hungary,1.0,1.0,1990,
AUH,Austria-Hungary,1.0,1.0,1991,
AUH,Austria-Hungary,1.0,1.0,1992,
AUH,Austria-Hungary,1.0,1.0,1993,
AUH,Austria-Hungary,1.0,1.0,1994,
AUH,Austria-Hungary,1.0,1.0,1995,
AUH,Austria-Hungary,1.0,1.0,1996,
AUH,Austria-Hungary,1.0,1.0,1997,
AUH,Austria-Hungary,1.0,1.0,1998,
AUH,Austria-Hungary,1.0,1.0,1999,
AUH,Austria-Hungary,1.0,1.0,2000,
AUH,Austria-Hungary,1.0,1.0,2001,
AUH,Austria-Hungary,1.0,1.0,2002,
AUH,Austria-Hungary,1.0,1.0,2003,
AUH,Austria-Hungary,1.0,1.0,2004,
AUH,Austria-Hungary,1.0,1.0,2005,
AUH,Austria-Hungary,1.0,1.0,2006,
AUH,Austria-Hungary,1.0,1.0,2007,
AUH,Austria-Hungary,1.0,1.0,2008,
AUH,Austria-Hungary,1.0,1.0,2009,
AUH,Austria-Hungary,1.0,1.0,2010,
AUH,Austria-Hungary,1.0,1.0,2011,
AUH,Austria-Hungary,1.0,1.0,2012,
AUH,Austria-Hungary,1.0,1.0,2013,
AUH,Austria-Hungary,1.0,1.0,2014,
AUL,Australia,1.0,1.0,1870,
AUL,Australia,1.0,1.0,1871,
AUL,Australia,1.0,1.0,1872,
AUL,Australia,1.0,1.0,1873,
AUL,Australia,1.0,1.0,1874,
AUL,Australia,1.0,1.0,1875,
AUL,Australia,1.0,1.0,1876,
AUL,Australia,1.0,1.0,1877,
AUL,Australia,1.0,1.0,1878,
AUL,Australia,1.0,1.0,1879,
AUL,Australia,1.0,1.0,1880,
AUL,Australia,1.0,1.0,1881,
AUL,Australia,1.0,1.0,1882,
AUL,Australia,1.0,1.0,1883,
AUL,Australia,1.0,1.0,1884,
AUL,Australia,1.0,1.0,1885,
AUL,Australia,1.0,1.0,1886,
AUL,Australia,1.0,1.0,1887,
AUL,Australia,1.0,1.0,1888,
AUL,Australia,1.0,1.0,1889,
AUL,Australia,1.0,1.0,1890,
AUL,Australia,1.0,1.0,1891,
AUL,Australia,1.0,1.0,1892,
AUL,Australia,1.0,1.0,1893,
AUL,Australia,1.0,1.0,1894,
AUL,Australia,1.0,1.0,1895,
AUL,Australia,1.0,1.0,1896,
AUL,Australia,1.0,1.0,1897,
AUL,Australia,1.0,1.0,1898,
AUL,Australia,1.0,1.0,1899,
AUL,Australia,1.0,1.0,1900,
AUL,Australia,1.0,1.0,1901,
AUL,Australia,1.0,1.0,1902,
AUL,Australia,1.0,1.0,1903,
AUL,Australia,1.0,1.0,1904,
AUL,Australia,1.0,1.0,1905,
AUL,Australia,1.0,1.0,1906,
AUL,Australia,1.0,1.0,1907,
AUL,Australia,1.0,1.0,1908,
AUL,Australia,1.0,1.0,1909,
AUL,Australia,1.0,1.0,1910,
AUL,Australia,1.0,1.0,1911,
AUL,Australia,1.0,1.0,1912,
AUL,Australia,1.0,1.0,1913,
AUL,Australia,1.0,1.0,1914,
AUL,Australia,1.0,1.0,1915,
AUL,Australia,1.0,1.0,1916,
AUL,Australia,1.0,1.0,1917,
AUL,Australia,1.0,1.0,1918,
AUL,Australia,1.0,1.0,1919,
AUL,Australia,1.0,1.0,1920,819.005004882812
AUL,Australia,1.0,1.0,1921,390.714721679688
AUL,Australia,1.0,1.0,1922,543.373840332031
AUL,Australia,1.0,1.0,1923,646.365417480469
AUL,Australia,1.0,1.0,1924,648.6463623046881
AUL,Australia,1.0,1.0,1925,676.892639160156
AUL,Australia,1.0,1.0,1926,797.9082641601559
AUL,Australia,1.0,1.0,1927,712.9382934570309
AUL,Australia,1.0,1.0,1928,694.024536132812
AUL,Australia,1.0,1.0,1929,629.7353515625
AUL,Australia,1.0,1.0,1930,618.817810058594
AUL,Australia,1.0,1.0,1931,267.077392578125
AUL,Australia,1.0,1.0,1932,173.200622558594
AUL,Australia,1.0,1.0,1933,206.994277954102
AUL,Australia,1.0,1.0,1934,304.305786132812
AUL,Australia,1.0,1.0,1935,382.0
AUL,Australia,1.0,1.0,1936,359.777099609375
AUL,Australia,1.0,1.0,1937,440.89840698242205
AUL,Australia,1.0,1.0,1938,394.858551025391
AUL,Australia,1.0,1.0,1939,450.0
AUL,Australia,1.0,1.0,1940,439.666656494141
AUL,Australia,1.0,1.0,1941,399.677429199219
AUL,Australia,1.0,1.0,1942,613.8709716796881
AUL,Australia,1.0,1.0,1943,787.741943359375
AUL,Australia,1.0,1.0,1944,783.225830078125
AUL,Australia,1.0,1.0,1945,689.0322875976559
AUL,Australia,1.0,1.0,1946,573.225830078125
AUL,Australia,1.0,1.0,1947,672.258056640625
AUL,Australia,1.0,1.0,1948,1340.0
AUL,Australia,1.0,1.0,1949,1489.0
AUL,Australia,1.0,1.0,1950,1504.0
AUL,Australia,1.0,1.0,1951,2212.0
AUL,Australia,1.0,1.0,1952,1860.0
AUL,Australia,1.0,1.0,1953,1380.0
AUL,Australia,1.0,1.0,1954,1779.0
AUL,Australia,1.0,1.0,1955,2045.0
AUL,Australia,1.0,1.0,1956,1819.0
AUL,Australia,1.0,1.0,1957,1788.0
AUL,Australia,1.0,1.0,1958,1901.0
AUL,Australia,1.0,1.0,1959,1994.0
AUL,Australia,1.0,1.0,1960,
AUL,Australia,1.0,1.0,1961,
AUL,Australia,1.0,1.0,1962,
AUL,Australia,1.0,1.0,1963,
AUL,Australia,1.0,1.0,1964,
AUL,Australia,1.0,1.0,1965,
AUL,Australia,1.0,1.0,1966,
AUL,Australia,1.0,1.0,1967,
AUL,Australia,1.0,1.0,1968,
AUL,Australia,1.0,1.0,1969,
AUL,Australia,1.0,1.0,1970,
AUL,Australia,1.0,1.0,1971,
AUL,Australia,1.0,1.0,1972,
AUL,Australia,1.0,1.0,1973,
AUL,Australia,1.0,1.0,1974,
AUL,Australia,1.0,1.0,1975,
AUL,Australia,1.0,1.0,1976,
AUL,Australia,1.0,1.0,1977,
AUL,Australia,1.0,1.0,1978,
AUL,Australia,1.0,1.0,1979,
AUL,Australia,1.0,1.0,1980,
AUL,Australia,1.0,1.0,1981,
AUL,Australia,1.0,1.0,1982,
AUL,Australia,1.0,1.0,1983,
AUL,Australia,1.0,1.0,1984,
AUL,Australia,1.0,1.0,1985,
AUL,Australia,1.0,1.0,1986,
AUL,Australia,1.0,1.0,1987,
AUL,Australia,1.0,1.0,1988,
AUL,Australia,1.0,1.0,1989,
AUL,Australia,1.0,1.0,1990,
AUL,Australia,1.0,1.0,1991,
AUL,Australia,1.0,1.0,1992,
AUL,Australia,1.0,1.0,1993,
AUL,Australia,1.0,1.0,1994,
AUL,Australia,1.0,1.0,1995,
AUL,Australia,1.0,1.0,1996,
AUL,Australia,1.0,1.0,1997,
AUL,Australia,1.0,1.0,1998,
AUL,Australia,1.0,1.0,1999,
AUL,Australia,1.0,1.0,2000,
AUL,Australia,1.0,1.0,2001,
AUL,Australia,1.0,1.0,2002,
AUL,Australia,1.0,1.0,2003,
AUL,Australia,1.0,1.0,2004,
AUL,Australia,1.0,1.0,2005,
AUL,Australia,1.0,1.0,2006,
AUL,Australia,1.0,1.0,2007,
AUL,Australia,1.0,1.0,2008,
AUL,Australia,1.0,1.0,2009,
AUL,Australia,1.0,1.0,2010,
AUL,Australia,1.0,1.0,2011,
AUL,Australia,1.0,1.0,2012,
AUL,Australia,1.0,1.0,2013,
AUL,Australia,1.0,1.0,2014,
AUL,Australia,2.0,2.0,1870,
AUL,Australia,2.0,2.0,1871,
AUL,Australia,2.0,2.0,1872,
AUL,Australia,2.0,2.0,1873,
AUL,Australia,2.0,2.0,1874,
AUL,Australia,2.0,2.0,1875,
AUL,Australia,2.0,2.0,1876,
AUL,Australia,2.0,2.0,1877,
AUL,Australia,2.0,2.0,1878,
AUL,Australia,2.0,2.0,1879,
AUL,Australia,2.0,2.0,1880,
AUL,Australia,2.0,2.0,1881,
AUL,Australia,2.0,2.0,1882,
AUL,Australia,2.0,2.0,1883,
AUL,Australia,2.0,2.0,1884,
AUL,Australia,2.0,2.0,1885,
AUL,Australia,2.0,2.0,1886,
AUL,Australia,2.0,2.0,1887,
AUL,Australia,2.0,2.0,1888,
AUL,Australia,2.0,2.0,1889,
AUL,Australia,2.0,2.0,1890,
AUL,Australia,2.0,2.0,1891,
AUL,Australia,2.0,2.0,1892,
AUL,Australia,2.0,2.0,1893,
AUL,Australia,2.0,2.0,1894,
AUL,Australia,2.0,2.0,1895,
AUL,Australia,2.0,2.0,1896,
AUL,Australia,2.0,2.0,1897,
AUL,Australia,2.0,2.0,1898,
AUL,Australia,2.0,2.0,1899,
AUL,Australia,2.0,2.0,1900,
AUL,Australia,2.0,2.0,1901,
AUL,Australia,2.0,2.0,1902,
AUL,Australia,2.0,2.0,1903,
AUL,Australia,2.0,2.0,1904,
AUL,Australia,2.0,2.0,1905,
AUL,Australia,2.0,2.0,1906,
AUL,Australia,2.0,2.0,1907,
AUL,Australia,2.0,2.0,1908,
AUL,Australia,2.0,2.0,1909,
AUL,Australia,2.0,2.0,1910,
AUL,Australia,2.0,2.0,1911,
AUL,Australia,2.0,2.0,1912,
AUL,Australia,2.0,2.0,1913,
AUL,Australia,2.0,2.0,1914,
AUL,Australia,2.0,2.0,1915,
AUL,Australia,2.0,2.0,1916,
AUL,Australia,2.0,2.0,1917,
AUL,Australia,2.0,2.0,1918,
AUL,Australia,2.0,2.0,1919,
AUL,Australia,2.0,2.0,1920,
AUL,Australia,2.0,2.0,1921,
AUL,Australia,2.0,2.0,1922,
AUL,Australia,2.0,2.0,1923,
AUL,Australia,2.0,2.0,1924,
AUL,Australia,2.0,2.0,1925,
AUL,Australia,2.0,2.0,1926,
AUL,Australia,2.0,2.0,1927,
AUL,Australia,2.0,2.0,1928,
AUL,Australia,2.0,2.0,1929,
AUL,Australia,2.0,2.0,1930,
AUL,Australia,2.0,2.0,1931,
AUL,Australia,2.0,2.0,1932,
AUL,Australia,2.0,2.0,1933,
AUL,Australia,2.0,2.0,1934,
AUL,Australia,2.0,2.0,1935,
AUL,Australia,2.0,2.0,1936,
AUL,Australia,2.0,2.0,1937,
AUL,Australia,2.0,2.0,1938,
AUL,Australia,2.0,2.0,1939,
AUL,Australia,2.0,2.0,1940,
AUL,Australia,2.0,2.0,1941,
AUL,Australia,2.0,2.0,1942,
AUL,Australia,2.0,2.0,1943,
AUL,Australia,2.0,2.0,1944,
AUL,Australia,2.0,2.0,1945,
AUL,Australia,2.0,2.0,1946,
AUL,Australia,2.0,2.0,1947,
AUL,Australia,2.0,2.0,1948,
AUL,Australia,2.0,2.0,1949,
AUL,Australia,2.0,2.0,1950,
AUL,Australia,2.0,2.0,1951,
AUL,Australia,2.0,2.0,1952,
AUL,Australia,2.0,2.0,1953,
AUL,Australia,2.0,2.0,1954,
AUL,Australia,2.0,2.0,1955,
AUL,Australia,2.0,2.0,1956,
AUL,Australia,2.0,2.0,1957,
AUL,Australia,2.0,2.0,1958,
AUL,Australia,2.0,2.0,1959,
AUL,Australia,2.0,2.0,1960,2524.06
AUL,Australia,2.0,2.0,1961,2249.06
AUL,Australia,2.0,2.0,1962,2438.37
AUL,Australia,2.0,2.0,1963,2681.36
AUL,Australia,2.0,2.0,1964,3210.13
AUL,Australia,2.0,2.0,1965,3649.25
AUL,Australia,2.0,2.0,1966,3565.1
AUL,Australia,2.0,2.0,1967,3855.28
AUL,Australia,2.0,2.0,1968,4302.54
AUL,Australia,2.0,2.0,1969,4463.48
AUL,Australia,2.0,2.0,1970,4993.58
AUL,Australia,2.0,2.0,1971,5143.94
AUL,Australia,2.0,2.0,1972,5056.55
AUL,Australia,2.0,2.0,1973,7575.52
AUL,Australia,2.0,2.0,1974,12316.85
AUL,Australia,2.0,2.0,1975,11018.78
AUL,Australia,2.0,2.0,1976,12299.69
AUL,Australia,2.0,2.0,1977,13498.71
AUL,Australia,2.0,2.0,1978,15552.66
AUL,Australia,2.0,2.0,1979,18296.81
AUL,Australia,2.0,2.0,1980,22400.11
AUL,Australia,2.0,2.0,1981,26175.66
AUL,Australia,2.0,2.0,1982,26519.87
AUL,Australia,2.0,2.0,1983,21383.07
AUL,Australia,2.0,2.0,1984,25784.31
AUL,Australia,2.0,2.0,1985,25865.42
AUL,Australia,2.0,2.0,1986,26237.2
AUL,Australia,2.0,2.0,1987,29717.81
AUL,Australia,2.0,2.0,1988,36670.98
AUL,Australia,2.0,2.0,1989,45035.0034565878
AUL,Australia,2.0,2.0,1990,43051.5423235958
AUL,Australia,2.0,2.0,1991,42630.2878522555
AUL,Australia,2.0,2.0,1992,44815.93098390599
AUL,Australia,2.0,2.0,1993,46720.8927610489
AUL,Australia,2.0,2.0,1994,55089.8298938081
AUL,Australia,2.0,2.0,1995,63229.7773740251
AUL,Australia,2.0,2.0,1996,67716.45330272
AUL,Australia,2.0,2.0,1997,67974.4789808947
AUL,Australia,2.0,2.0,1998,66851.56341434781
AUL,Australia,2.0,2.0,1999,71931.8512125916
AUL,Australia,2.0,2.0,2000,74275.2041879343
AUL,Australia,2.0,2.0,2001,66856.8151526047
AUL,Australia,2.0,2.0,2002,76513.7329085732
AUL,Australia,2.0,2.0,2003,93208.2588835005
AUL,Australia,2.0,2.0,2004,114097.430102395
AUL,Australia,2.0,2.0,2005,130949.452905754
AUL,Australia,2.0,2.0,2006,146125.803936918
AUL,Australia,2.0,2.0,2007,173545.541877114
AUL,Australia,2.0,2.0,2008,210133.91203476
AUL,Australia,2.0,2.0,2009,174961.16804137698
AUL,Australia,2.0,2.0,2010,212476.149513288
AUL,Australia,2.0,2.0,2011,257976.410452174
AUL,Australia,2.0,2.0,2012,275778.721635474
AUL,Australia,2.0,2.0,2013,256061.63446743198
AUL,Australia,2.0,2.0,2014,250538.02525207898
AUS,Austria,1.0,1.0,1870,
AUS,Austria,1.0,1.0,1871,
AUS,Austria,1.0,1.0,1872,
AUS,Austria,1.0,1.0,1873,
AUS,Austria,1.0,1.0,1874,
AUS,Austria,1.0,1.0,1875,
AUS,Austria,1.0,1.0,1876,
AUS,Austria,1.0,1.0,1877,
AUS,Austria,1.0,1.0,1878,
AUS,Austria,1.0,1.0,1879,
AUS,Austria,1.0,1.0,1880,
AUS,Austria,1.0,1.0,1881,
AUS,Austria,1.0,1.0,1882,
AUS,Austria,1.0,1.0,1883,
AUS,Austria,1.0,1.0,1884,
AUS,Austria,1.0,1.0,1885,
AUS,Austria,1.0,1.0,1886,
AUS,Austria,1.0,1.0,1887,
AUS,Austria,1.0,1.0,1888,
AUS,Austria,1.0,1.0,1889,
AUS,Austria,1.0,1.0,1890,
AUS,Austria,1.0,1.0,1891,
AUS,Austria,1.0,1.0,1892,
AUS,Austria,1.0,1.0,1893,
AUS,Austria,1.0,1.0,1894,
AUS,Austria,1.0,1.0,1895,
AUS,Austria,1.0,1.0,1896,
AUS,Austria,1.0,1.0,1897,
AUS,Austria,1.0,1.0,1898,
AUS,Austria,1.0,1.0,1899,
AUS,Austria,1.0,1.0,1900,
AUS,Austria,1.0,1.0,1901,
AUS,Austria,1.0,1.0,1902,
AUS,Austria,1.0,1.0,1903,
AUS,Austria,1.0,1.0,1904,
AUS,Austria,1.0,1.0,1905,
AUS,Austria,1.0,1.0,1906,
AUS,Austria,1.0,1.0,1907,
AUS,Austria,1.0,1.0,1908,
AUS,Austria,1.0,1.0,1909,
AUS,Austria,1.0,1.0,1910,
AUS,Austria,1.0,1.0,1911,
AUS,Austria,1.0,1.0,1912,
AUS,Austria,1.0,1.0,1913,
AUS,Austria,1.0,1.0,1914,
AUS,Austria,1.0,1.0,1915,
AUS,Austria,1.0,1.0,1916,
AUS,Austria,1.0,1.0,1917,
AUS,Austria,1.0,1.0,1918,
AUS,Austria,1.0,1.0,1919,309.470001220703
